user,date,anomaly_score,severity,flagged_count,top_feature,explanation
FUM0015,2010-10-19,0.7007337858987984,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile); after_hours_email_count is rare for this day (100th percentile); agreeableness is rare for this day (96th percentile)
GAF0570,2010-07-19,0.7028832277131809,HIGH,4,unique_recipients_count,avg_email_size_kb is rare for this day (96th percentile)
GCL0016,2010-05-14,0.7232492611425563,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.8σ); avg_email_size_kb deviates strongly from user's baseline (3.9σ)
GKO0078,2010-06-22,0.7036969242835973,HIGH,2,avg_email_size_kb,
GLR0975,2010-08-23,0.7006938458408245,HIGH,2,external_recipient_ratio,after_hours_email_count deviates strongly from user's baseline (3.9σ)
GOK0238,2010-04-27,0.7023174203249288,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (13.9σ)
GTD0116,2010-04-30,0.7067922639352633,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (97th percentile); after_hours_email_count is rare for this day (100th percentile)
GTD0898,2010-10-29,0.701611616220762,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (95th percentile)
HAD0246,2010-05-02,0.7029834358523864,HIGH,2,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.4σ)
HAD0246,2011-03-23,0.7066466625704921,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.4σ); avg_email_size_kb is rare for this day (96th percentile)
HAD0246,2011-03-29,0.7065472401517987,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.4σ)
HGH0595,2010-01-29,0.7223596751473271,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.5σ); avg_email_size_kb deviates strongly from user's baseline (3.1σ)
HGN0287,2011-01-21,0.705856502846346,HIGH,2,unique_recipients_count,after_hours_email_count is rare for this day (98th percentile)
HIW0536,2010-03-09,0.7086070211192765,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (97th percentile)
HIW0536,2010-05-25,0.705462019533148,HIGH,2,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.4σ)
HIW0536,2010-07-29,0.7080515739723054,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (4.6σ)
HPR0585,2010-03-31,0.7209202532458281,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.3σ); avg_email_size_kb is rare for this day (100th percentile); agreeableness is rare for this day (96th percentile)
HPR0585,2010-04-19,0.7081757024072518,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.3σ); avg_email_size_kb is rare for this day (98th percentile); agreeableness is rare for this day (96th percentile)
HPR0585,2011-02-04,0.7403648034786665,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.3σ); avg_email_size_kb deviates strongly from user's baseline (5.1σ); agreeableness is rare for this day (96th percentile)
HSG0818,2010-10-22,0.70957301667058,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (100th percentile); extraversion is rare for this day (99th percentile)
HTF0641,2010-02-23,0.7028597062777878,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (98th percentile); avg_email_size_kb is rare for this day (98th percentile)
ICH0294,2010-09-09,0.7118368400386029,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (7.5σ); avg_email_size_kb is rare for this day (100th percentile)
IHK0841,2010-02-15,0.706237580401799,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-03-09,0.7185348228472769,HIGH,3,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.4σ); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-03-25,0.7389040969460794,HIGH,4,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-04-06,0.7063822670646561,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-04-15,0.7224930918857897,HIGH,3,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (4.1σ); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-05-19,0.7064399301527275,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-05-28,0.7158043853821253,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (99th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-06-29,0.7153331805812376,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (100th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-07-07,0.7064399301527275,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-07-08,0.7051821235786907,HIGH,2,agreeableness,agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-07-14,0.7066092586359813,HIGH,3,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.4σ); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-09-20,0.7042681146807266,HIGH,2,agreeableness,agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-10-20,0.70168474930443,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-10-21,0.7535879816902259,HIGH,4,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb deviates strongly from user's baseline (3.3σ); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-10-25,0.7170184331411414,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-11-18,0.722468060288427,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-12-20,0.719300784444722,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2010-12-30,0.7093315169807328,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2011-01-21,0.7064014672276944,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2011-03-16,0.7054063734860758,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IHK0841,2011-03-22,0.7063822670646561,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); agreeableness deviates strongly from user's baseline (5.0σ)
IIA0092,2010-12-08,0.7172237157608046,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (96th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
IJR0825,2010-03-24,0.7000832148001264,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (98th percentile); agreeableness is rare for this day (96th percentile)
IJR0825,2010-05-13,0.7175240121746895,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb deviates strongly from user's baseline (3.2σ); agreeableness is rare for this day (96th percentile)
IJR0825,2010-11-16,0.701543561458927,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (4.7σ); agreeableness is rare for this day (96th percentile)
IJR0825,2010-12-13,0.7051206773493071,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile); agreeableness is rare for this day (96th percentile)
IKR0401,2010-08-11,0.7020873676290397,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (99th percentile)
IKR0401,2010-12-07,0.7059924460934061,HIGH,3,external_recipient_ratio,after_hours_email_count deviates strongly from user's baseline (3.8σ)
ILR0304,2010-01-26,0.7284496899701212,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (6.0σ); avg_email_size_kb is rare for this day (100th percentile); agreeableness is rare for this day (96th percentile)
ILR0304,2010-07-22,0.716646427096477,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.8σ); after_hours_email_count deviates strongly from user's baseline (6.0σ); agreeableness is rare for this day (96th percentile)
IMB0481,2011-01-20,0.7078481248057711,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (4.7σ)
IUB0565,2010-10-19,0.7046522236358017,HIGH,3,email_sent_count,after_hours_email_count is rare for this day (95th percentile)
IUY0279,2010-06-28,0.7228916244571533,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (4.4σ)
IUY0279,2011-02-08,0.7100671492435346,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ)
IWM0816,2010-06-18,0.7119505482394515,HIGH,3,external_recipient_ratio,after_hours_email_count is rare for this day (100th percentile)
JCR0921,2010-01-08,0.7096683341322908,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.5σ)
JCR0921,2011-02-18,0.7082838921714917,HIGH,2,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.5σ)
JDF0593,2010-03-19,0.7019666342471271,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.1σ); avg_email_size_kb is rare for this day (99th percentile)
JDF0593,2010-09-21,0.7087937014765617,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.1σ); avg_email_size_kb is rare for this day (99th percentile)
JLW0053,2010-03-26,0.7025174463433752,HIGH,2,external_recipient_ratio,external_recipient_ratio deviates strongly from user's baseline (3.0σ)
JLW0053,2011-02-14,0.7039706843717256,HIGH,2,external_recipient_ratio,external_recipient_ratio deviates strongly from user's baseline (3.0σ); after_hours_email_count is rare for this day (100th percentile)
JLW0053,2011-02-24,0.7064707212545389,HIGH,2,external_recipient_ratio,after_hours_email_count deviates strongly from user's baseline (3.9σ)
JMD0520,2011-02-04,0.701896205198099,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (98th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
JMD0520,2011-03-15,0.7098254191276387,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
JMD0520,2011-05-04,0.7132580286289127,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (3.6σ); neuroticism deviates strongly from user's baseline (5.0σ)
JRL0574,2010-05-06,0.7009036309075631,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2010-05-24,0.7084468722635371,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2010-07-14,0.7166715750237377,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2010-08-11,0.7166715750237377,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2010-10-29,0.7160557260520382,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2011-02-23,0.7094411221286127,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2011-04-05,0.7011658734575985,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2011-04-20,0.714838678570971,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2011-04-27,0.7070403489870875,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2011-05-12,0.7086300844030562,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
JRL0574,2011-05-13,0.7162514098043553,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ); neuroticism is rare for this day (99th percentile)
KAL0395,2010-03-09,0.7035019940542574,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (4.2σ)
KAL0395,2010-09-13,0.7111912086173057,HIGH,3,external_recipient_ratio,after_hours_email_count deviates strongly from user's baseline (4.2σ)
KAL0395,2011-03-07,0.7126531084833798,HIGH,4,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.2σ)
KBS0874,2011-02-15,0.7064443507054212,HIGH,4,unique_recipients_count,unique_recipients_count is rare for this day (98th percentile)
KMS0657,2010-05-24,0.7046066163102241,HIGH,4,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (98th percentile); avg_email_size_kb is rare for this day (96th percentile)
KPP0452,2010-03-24,0.702250654546052,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (10.7σ); avg_email_size_kb is rare for this day (99th percentile)
KSP0357,2010-01-18,0.7038151946102198,HIGH,3,external_recipient_ratio,extraversion deviates strongly from user's baseline (6.0σ)
KTG0091,2010-05-21,0.7020391235198943,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (97th percentile)
LAM0911,2011-04-21,0.7068256719201728,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.1σ); after_hours_email_count deviates strongly from user's baseline (3.1σ)
LHL0309,2010-07-20,0.7022305177747109,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (5.8σ); agreeableness is rare for this day (96th percentile)
LHL0309,2010-09-24,0.7013380720803403,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile); agreeableness is rare for this day (96th percentile)
LNS0989,2010-10-15,0.7067699860427663,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.8σ)
LTS0860,2010-10-07,0.7199216782031073,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile); extraversion deviates strongly from user's baseline (6.0σ)
MAH0149,2010-07-29,0.7115855498596599,HIGH,3,unique_recipients_count,avg_email_size_kb deviates strongly from user's baseline (3.6σ); neuroticism is rare for this day (99th percentile)
MDH0580,2010-03-09,0.7014156620706193,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.5σ); avg_email_size_kb is rare for this day (99th percentile)
MDH0580,2011-01-20,0.7107678007459411,HIGH,2,email_sent_count,email_sent_count deviates strongly from user's baseline (3000000.0σ); unique_recipients_count deviates strongly from user's baseline (6.7σ)
MDH0686,2010-08-07,0.7112669760799335,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.7σ)
MDM0976,2010-09-28,0.7000203035441958,HIGH,3,external_recipient_ratio,after_hours_email_count is rare for this day (95th percentile)
MHA0798,2011-03-02,0.7076282130656902,HIGH,2,unique_recipients_count,neuroticism is rare for this day (99th percentile)
MHG0733,2010-02-24,0.7050273425492634,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile)
MHG0733,2010-05-04,0.7270046283842087,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (3.9σ)
MHG0733,2010-10-05,0.7118176995306176,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile)
MHG0733,2011-01-05,0.7165115004261227,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.9σ)
MHG0733,2011-03-14,0.7090930701862989,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (5.0σ)
MHH0180,2010-02-03,0.7007896779653784,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (98th percentile)
MHH0180,2010-02-07,0.7027503218040883,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (4.6σ)
MHH0180,2010-03-30,0.7195701470660756,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (7.0σ)
MJB0588,2010-06-07,0.7058417644315579,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile)
MJB0588,2010-09-16,0.7009627825103599,HIGH,2,email_sent_count,email_sent_count deviates strongly from user's baseline (3.5σ); after_hours_email_count is rare for this day (95th percentile)
MJB0588,2011-03-15,0.7009519683919467,HIGH,2,email_sent_count,email_sent_count deviates strongly from user's baseline (3.5σ); after_hours_email_count is rare for this day (95th percentile)
MJB0588,2011-04-25,0.7009274189250284,HIGH,2,email_sent_count,email_sent_count deviates strongly from user's baseline (3.5σ); after_hours_email_count is rare for this day (95th percentile)
MKP0861,2010-06-22,0.7009609288585382,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile)
MSG0839,2010-04-22,0.7025287938866737,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
MSG0839,2010-05-27,0.7057263471730856,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile)
MSG0839,2010-06-16,0.7023979831729703,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.1σ)
MSG0839,2010-06-22,0.7099022862799254,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (4.5σ)
MSG0839,2010-07-21,0.7156889428564449,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile)
MSG0839,2010-08-16,0.7058078000339998,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.6σ)
MSG0839,2010-08-17,0.7024153876744105,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.1σ)
MSG0839,2011-03-23,0.7061145845223004,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.7σ)
MSG0839,2011-04-28,0.7029988260564818,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
MSG0839,2011-05-10,0.7131806222707276,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile)
MSG0839,2011-05-13,0.7038097027888457,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
NAF0033,2010-03-12,0.7076997225924682,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (98th percentile)
NIH0969,2010-07-02,0.7017894208976193,HIGH,1,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (5.7σ)
NJC0705,2010-01-22,0.707054573177537,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.5σ); extraversion deviates strongly from user's baseline (6.0σ)
NJC0705,2010-03-02,0.7123243547431249,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (4.5σ); extraversion deviates strongly from user's baseline (6.0σ)
NJC0705,2010-09-13,0.7106440556717442,HIGH,2,avg_email_size_kb,avg_email_size_kb is rare for this day (100th percentile); extraversion deviates strongly from user's baseline (6.0σ)
NJC0705,2010-10-15,0.7042757014112503,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.1σ); extraversion deviates strongly from user's baseline (6.0σ)
NJC0705,2011-02-11,0.7101412061067524,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.5σ); avg_email_size_kb is rare for this day (100th percentile); extraversion deviates strongly from user's baseline (6.0σ)
NLO0131,2010-12-10,0.734725248626529,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (7.4σ); avg_email_size_kb deviates strongly from user's baseline (4.3σ)
NMB0972,2011-02-03,0.705996177917864,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.6σ); avg_email_size_kb is rare for this day (100th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
NNS0059,2010-03-15,0.7113106281903223,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.5σ); extraversion is rare for this day (99th percentile)
NNS0059,2010-04-23,0.71142400591086,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.5σ); extraversion is rare for this day (99th percentile)
NNS0059,2010-08-24,0.709960342141444,HIGH,2,avg_email_size_kb,avg_email_size_kb is rare for this day (95th percentile); extraversion is rare for this day (99th percentile)
NNS0059,2011-01-10,0.706712465769179,HIGH,3,unique_recipients_count,after_hours_email_count is rare for this day (99th percentile); extraversion is rare for this day (99th percentile)
NNS0059,2011-01-31,0.7245915555131918,HIGH,4,unique_recipients_count,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (96th percentile)
OKC0107,2010-10-28,0.7026379897440471,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (5.0σ)
OKC0107,2011-04-27,0.7023796538483744,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (5.7σ)
ORG0339,2010-06-25,0.7022115448004284,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (3.9σ)
ORG0339,2011-02-03,0.7028451765605461,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.2σ); external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (95th percentile)
OSH0655,2010-08-25,0.7039821829893175,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (98th percentile); avg_email_size_kb deviates strongly from user's baseline (3.2σ)
OSH0655,2011-01-21,0.713361164719186,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (98th percentile); avg_email_size_kb deviates strongly from user's baseline (4.3σ)
PEV0323,2010-01-06,0.702283723959684,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
PEV0323,2010-02-18,0.7017990873781236,HIGH,3,external_recipient_ratio,
PEV0323,2010-03-12,0.7009042231758655,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
PEV0323,2010-03-22,0.701073671171913,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
PEV0323,2010-03-23,0.7062318252592579,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile)
PEV0323,2010-07-02,0.7034602575293685,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
PEV0323,2010-07-06,0.7086963958654768,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile); after_hours_email_count is rare for this day (95th percentile)
PEV0323,2010-08-04,0.702283723959684,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
PEV0323,2010-08-30,0.7064568170838152,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile)
PEV0323,2010-10-20,0.702283723959684,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
PEV0323,2010-10-21,0.7271463428205739,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile)
PGC0066,2010-09-03,0.7060050700065847,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (4.1σ)
PGC0066,2010-10-28,0.7057404908058678,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (8.5σ)
PLH0715,2010-07-02,0.7010750337865579,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.5σ)
PNL0301,2010-03-23,0.7056454818133527,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (8.6σ); avg_email_size_kb is rare for this day (99th percentile)
POB0343,2010-12-29,0.7150058213968404,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (6.1σ); avg_email_size_kb is rare for this day (97th percentile)
RAW0915,2010-01-05,0.7010653123603671,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.1σ); avg_email_size_kb deviates strongly from user's baseline (3.5σ)
RAW0915,2011-01-04,0.7075984199914922,HIGH,2,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.1σ); after_hours_email_count is rare for this day (100th percentile)
RHC0335,2010-02-18,0.7165954993267325,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (6.6σ); agreeableness is rare for this day (96th percentile)
RHC0335,2010-11-04,0.7340867425684958,HIGH,4,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (6.6σ)
RMS0266,2010-02-16,0.7046812006496049,HIGH,2,unique_recipients_count,
RMS0266,2010-11-03,0.7062956081376307,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (4.3σ)
RRA0938,2010-05-20,0.7261871268384716,HIGH,4,unique_recipients_count,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (95th percentile)
RRP0568,2010-04-22,0.7028178411764554,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (6.3σ)
SAC0687,2011-01-31,0.7109048233139995,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (3.5σ)
SDB0106,2010-06-29,0.7056021864324086,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.8σ)
SDB0106,2010-09-07,0.7131373423297542,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.2σ)
SDB0106,2011-02-10,0.7052138870060737,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (5.0σ)
SGG0787,2010-06-14,0.7098999920931172,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (3.1σ)
SGG0787,2011-01-24,0.7059860479681053,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (100th percentile)
SHR0334,2010-03-03,0.7004657816665193,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (98th percentile)
SHR0334,2010-09-24,0.7000700331572239,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (6.6σ)
SHW0578,2010-06-30,0.7161596322684527,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (4.2σ); avg_email_size_kb is rare for this day (100th percentile)
