user,date,anomaly_score,severity,flagged_count,top_feature,explanation
WTR0563,2010-12-06,0.6001951990132064,MEDIUM,0,,No significant behavioral deviations detected.
DMK0257,2010-12-06,0.5457188253544648,MEDIUM,0,,No significant behavioral deviations detected.
VCY0751,2010-12-06,0.555859433523867,MEDIUM,0,,No significant behavioral deviations detected.
USH0199,2010-12-06,0.5196502865807324,MEDIUM,0,,No significant behavioral deviations detected.
DLF0377,2010-12-06,0.5582917525075762,MEDIUM,0,,No significant behavioral deviations detected.
MGS0974,2010-12-06,0.5625436656113739,MEDIUM,0,,No significant behavioral deviations detected.
DJS0682,2010-12-06,0.5119303278679972,MEDIUM,0,,No significant behavioral deviations detected.
DOL0332,2010-12-06,0.5387920428879893,MEDIUM,0,,No significant behavioral deviations detected.
HAD0246,2010-12-06,0.6024812508975947,MEDIUM,0,,No significant behavioral deviations detected.
VEB0935,2010-12-06,0.5310668528620676,MEDIUM,0,,No significant behavioral deviations detected.
AAV0450,2010-12-06,0.5303519407784073,MEDIUM,0,,No significant behavioral deviations detected.
ALD0529,2010-12-06,0.5235471656909579,MEDIUM,0,,No significant behavioral deviations detected.
HCC0344,2010-12-06,0.6030712578967682,MEDIUM,1,after_hours_email_count,
NAH0503,2010-12-06,0.5709194213700608,MEDIUM,0,,No significant behavioral deviations detected.
SES0477,2010-12-06,0.6245232116372071,MEDIUM,0,,No significant behavioral deviations detected.
NCK0421,2010-12-06,0.5606415713667439,MEDIUM,0,,No significant behavioral deviations detected.
CJF0802,2010-12-06,0.567959757800135,MEDIUM,0,,No significant behavioral deviations detected.
JRF0835,2010-12-06,0.5471226541583967,MEDIUM,0,,No significant behavioral deviations detected.
AKW0167,2010-12-06,0.5571469180205966,MEDIUM,0,,No significant behavioral deviations detected.
UJC0737,2010-12-06,0.5614073373966397,MEDIUM,0,,No significant behavioral deviations detected.
SAA0999,2010-12-06,0.5655671902826686,MEDIUM,0,,No significant behavioral deviations detected.
GTD0898,2010-12-06,0.5276671369455237,MEDIUM,0,,No significant behavioral deviations detected.
FHO0630,2010-12-06,0.5799128478199644,MEDIUM,0,,No significant behavioral deviations detected.
SPA0141,2010-12-06,0.5751458330949283,MEDIUM,0,,No significant behavioral deviations detected.
AKH0758,2010-12-06,0.5606899437060623,MEDIUM,0,,No significant behavioral deviations detected.
CQH0730,2010-12-06,0.5901900237080138,MEDIUM,0,,No significant behavioral deviations detected.
IEB0153,2010-12-06,0.5042401930919406,MEDIUM,0,,No significant behavioral deviations detected.
RSM0277,2010-12-06,0.5196427331696639,MEDIUM,0,,No significant behavioral deviations detected.
NDM0417,2010-12-06,0.6259838980262351,MEDIUM,2,unique_recipients_count,
OLW0689,2010-12-06,0.6255167827235903,MEDIUM,2,unique_recipients_count,after_hours_email_count is rare for this day (98th percentile)
DOP0562,2010-12-06,0.6526459974476607,MEDIUM,1,avg_email_size_kb,avg_email_size_kb is rare for this day (95th percentile)
DMG0358,2010-12-06,0.5859747060634772,MEDIUM,0,,No significant behavioral deviations detected.
AJR0319,2010-12-06,0.5533899852610471,MEDIUM,1,unique_recipients_count,unique_recipients_count is rare for this day (98th percentile)
KQS0415,2010-12-06,0.5538504788417267,MEDIUM,0,,No significant behavioral deviations detected.
GZC0735,2010-12-06,0.5733245256679768,MEDIUM,0,,No significant behavioral deviations detected.
CEB0210,2010-12-06,0.6242037451577354,MEDIUM,1,avg_email_size_kb,
QPM0727,2010-12-06,0.6079983496435681,MEDIUM,0,,No significant behavioral deviations detected.
ILH0958,2010-12-06,0.5827569111985407,MEDIUM,1,avg_email_size_kb,avg_email_size_kb is rare for this day (99th percentile)
CCW0524,2010-12-06,0.501402406003221,MEDIUM,0,,No significant behavioral deviations detected.
IJR0825,2010-12-06,0.5874998703058282,MEDIUM,0,,No significant behavioral deviations detected.
NCO0666,2010-12-06,0.5395973653517545,MEDIUM,0,,No significant behavioral deviations detected.
BAH0875,2010-12-06,0.5560131949409425,MEDIUM,0,,No significant behavioral deviations detected.
CJC0494,2010-12-06,0.6280842302947466,MEDIUM,1,avg_email_size_kb,
ZJS0269,2010-12-06,0.5142969556373196,MEDIUM,0,,No significant behavioral deviations detected.
WTF0387,2010-12-06,0.5681938342954401,MEDIUM,0,,No significant behavioral deviations detected.
NCK0295,2010-12-06,0.5221906630009318,MEDIUM,0,,No significant behavioral deviations detected.
IJW0851,2010-12-06,0.5455493219289801,MEDIUM,0,,No significant behavioral deviations detected.
BAL0044,2010-12-06,0.5138333981103201,MEDIUM,0,,No significant behavioral deviations detected.
KQC0708,2010-12-06,0.5412141527839175,MEDIUM,0,,No significant behavioral deviations detected.
WPE0538,2010-12-06,0.47762412889458705,LOW,0,,No significant behavioral deviations detected.
OMS0101,2010-12-06,0.5198257469050407,MEDIUM,0,,No significant behavioral deviations detected.
SSH0799,2010-12-06,0.5861559858671869,MEDIUM,0,,No significant behavioral deviations detected.
IJM0444,2010-12-06,0.5221187534971856,MEDIUM,0,,No significant behavioral deviations detected.
CIM0271,2010-12-06,0.5851209669607378,MEDIUM,0,,No significant behavioral deviations detected.
CHG0146,2010-12-06,0.5477520786737813,MEDIUM,0,,No significant behavioral deviations detected.
BAK0964,2010-12-06,0.5668706567699096,MEDIUM,1,avg_email_size_kb,avg_email_size_kb is rare for this day (99th percentile)
MCF0327,2010-12-06,0.5654103138333535,MEDIUM,0,,No significant behavioral deviations detected.
CEL0561,2010-12-06,0.6218382328515679,MEDIUM,0,,No significant behavioral deviations detected.
DLM0051,2010-12-06,0.5568321947469894,MEDIUM,0,,No significant behavioral deviations detected.
OSH0655,2010-12-06,0.626572427725675,MEDIUM,0,,No significant behavioral deviations detected.
ZSK0258,2010-12-06,0.5396139912337625,MEDIUM,0,,No significant behavioral deviations detected.
AWM0764,2010-12-06,0.5604834102240469,MEDIUM,0,,No significant behavioral deviations detected.
DIC0988,2010-12-06,0.5305042548729422,MEDIUM,0,,No significant behavioral deviations detected.
MHG0244,2010-12-06,0.6110810174660012,MEDIUM,1,avg_email_size_kb,
SOF0808,2010-12-06,0.6169225962513796,MEDIUM,1,after_hours_email_count,after_hours_email_count is rare for this day (99th percentile)
CGF0337,2010-12-06,0.5672868527910109,MEDIUM,0,,No significant behavioral deviations detected.
ORM0669,2010-12-06,0.5946924635844927,MEDIUM,1,unique_recipients_count,
BLL0929,2010-12-06,0.5316769278809904,MEDIUM,0,,No significant behavioral deviations detected.
ONL0276,2010-12-06,0.5617045569827407,MEDIUM,0,,No significant behavioral deviations detected.
KNB0022,2010-12-06,0.5763681316913969,MEDIUM,0,,No significant behavioral deviations detected.
KMW0545,2010-12-06,0.5221628514881301,MEDIUM,0,,No significant behavioral deviations detected.
JTS0389,2010-12-06,0.5716496312424396,MEDIUM,0,,No significant behavioral deviations detected.
ONW0083,2010-12-06,0.5631961027067818,MEDIUM,0,,No significant behavioral deviations detected.
RZC0746,2010-12-06,0.5476765477680676,MEDIUM,0,,No significant behavioral deviations detected.
IIL0513,2010-12-06,0.5347409251646102,MEDIUM,0,,No significant behavioral deviations detected.
MFV0897,2010-12-06,0.5441336042748426,MEDIUM,0,,No significant behavioral deviations detected.
CIG0052,2010-12-06,0.601183049092797,MEDIUM,1,avg_email_size_kb,
GZB0469,2010-12-06,0.5873555982346919,MEDIUM,0,,No significant behavioral deviations detected.
RRA0938,2010-12-06,0.5123387842978182,MEDIUM,0,,No significant behavioral deviations detected.
CFM0767,2010-12-06,0.5600947194177303,MEDIUM,0,,No significant behavioral deviations detected.
HAH0248,2010-12-06,0.5592546847846882,MEDIUM,0,,No significant behavioral deviations detected.
IKR0401,2010-12-06,0.5595984375768562,MEDIUM,0,,No significant behavioral deviations detected.
RYB0718,2010-12-06,0.5249494841504196,MEDIUM,0,,No significant behavioral deviations detected.
DGW0752,2010-12-06,0.5550886024275006,MEDIUM,0,,No significant behavioral deviations detected.
ORB0473,2010-12-06,0.5826321230833292,MEDIUM,0,,No significant behavioral deviations detected.
RRP0568,2010-12-06,0.5746905159984127,MEDIUM,0,,No significant behavioral deviations detected.
ALC0788,2010-12-06,0.549526148104999,MEDIUM,0,,No significant behavioral deviations detected.
RVC0232,2010-12-06,0.5325778045945997,MEDIUM,0,,No significant behavioral deviations detected.
HCL0113,2010-12-06,0.6851413555329937,MEDIUM,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (5.8σ)
ABH0663,2010-12-07,0.5567040438786893,MEDIUM,0,,No significant behavioral deviations detected.
HIW0536,2010-12-07,0.5440629300894201,MEDIUM,0,,No significant behavioral deviations detected.
BMG0917,2010-12-07,0.5278350054729161,MEDIUM,0,,No significant behavioral deviations detected.
PEV0323,2010-12-07,0.5628371596708219,MEDIUM,0,,No significant behavioral deviations detected.
CFM0767,2010-12-07,0.5576983900216979,MEDIUM,0,,No significant behavioral deviations detected.
LQP0508,2010-12-07,0.5049083615520773,MEDIUM,0,,No significant behavioral deviations detected.
GNS0178,2010-12-07,0.5619140746332377,MEDIUM,0,,No significant behavioral deviations detected.
CQW0652,2010-12-07,0.6244633678025042,MEDIUM,0,,No significant behavioral deviations detected.
WBC0315,2010-12-07,0.5489234787775914,MEDIUM,0,,No significant behavioral deviations detected.
SBN0866,2010-12-07,0.5223752889091855,MEDIUM,0,,No significant behavioral deviations detected.
HCL0651,2010-12-07,0.4829910649521799,LOW,0,,No significant behavioral deviations detected.
BVC0790,2010-12-07,0.5669947271075946,MEDIUM,0,,No significant behavioral deviations detected.
BER0314,2010-12-07,0.577791841454302,MEDIUM,0,,No significant behavioral deviations detected.
YEV0793,2010-12-07,0.5299258922642511,MEDIUM,0,,No significant behavioral deviations detected.
LAM0911,2010-12-07,0.566024017361568,MEDIUM,1,avg_email_size_kb,
MSD0939,2010-12-07,0.5828478180745547,MEDIUM,0,,No significant behavioral deviations detected.
CUD0795,2010-12-07,0.544330839747046,MEDIUM,0,,No significant behavioral deviations detected.
OMS0101,2010-12-07,0.5289281883837108,MEDIUM,0,,No significant behavioral deviations detected.
IBP0883,2010-12-07,0.5674850362075549,MEDIUM,0,,No significant behavioral deviations detected.
CLF0852,2010-12-07,0.5385815285037961,MEDIUM,0,,No significant behavioral deviations detected.
HDD0806,2010-12-07,0.5385815285037961,MEDIUM,0,,No significant behavioral deviations detected.
NAB0801,2010-12-07,0.5403851183233895,MEDIUM,0,,No significant behavioral deviations detected.
SBN0971,2010-12-07,0.5,MEDIUM,0,,No significant behavioral deviations detected.
AAW0353,2010-12-07,0.5259264366592139,MEDIUM,0,,No significant behavioral deviations detected.
DLS0383,2010-12-07,0.5771794197540971,MEDIUM,0,,No significant behavioral deviations detected.
EMW0105,2010-12-07,0.5672354314116614,MEDIUM,1,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.3σ)
QRM0739,2010-12-07,0.5735333537902809,MEDIUM,0,,No significant behavioral deviations detected.
KRV0372,2010-12-07,0.5073143268804936,MEDIUM,0,,No significant behavioral deviations detected.
CJF0802,2010-12-07,0.5632608814868464,MEDIUM,0,,No significant behavioral deviations detected.
HIA0414,2010-12-07,0.5444177378140351,MEDIUM,0,,No significant behavioral deviations detected.
VLB0647,2010-12-07,0.5619664314646495,MEDIUM,0,,No significant behavioral deviations detected.
LJB0826,2010-12-07,0.5788227695010425,MEDIUM,1,avg_email_size_kb,
LAF0991,2010-12-07,0.5847324482899496,MEDIUM,0,,No significant behavioral deviations detected.
BAL0044,2010-12-07,0.519753439982814,MEDIUM,0,,No significant behavioral deviations detected.
TET0621,2010-12-07,0.5290935142937686,MEDIUM,0,,No significant behavioral deviations detected.
FEB0306,2010-12-07,0.6110867024068333,MEDIUM,1,unique_recipients_count,
AMR0400,2010-12-07,0.5200935149292453,MEDIUM,0,,No significant behavioral deviations detected.
EMB0531,2010-12-07,0.5643286279807841,MEDIUM,0,,No significant behavioral deviations detected.
GZB0469,2010-12-07,0.519290764251898,MEDIUM,0,,No significant behavioral deviations detected.
ASG0048,2010-12-07,0.47472372250715644,LOW,0,,No significant behavioral deviations detected.
SJO0209,2010-12-07,0.5376547768105878,MEDIUM,0,,No significant behavioral deviations detected.
JCR0172,2010-12-07,0.5641979392422238,MEDIUM,0,,No significant behavioral deviations detected.
WPR0368,2010-12-07,0.5282711619100255,MEDIUM,0,,No significant behavioral deviations detected.
NGO0690,2010-12-07,0.5842725850979835,MEDIUM,0,,No significant behavioral deviations detected.
NKH0807,2010-12-07,0.5318939231159877,MEDIUM,0,,No significant behavioral deviations detected.
PMC0328,2010-12-07,0.5144495529136487,MEDIUM,0,,No significant behavioral deviations detected.
UCS0227,2010-12-07,0.5174780520322215,MEDIUM,0,,No significant behavioral deviations detected.
IKR0401,2010-12-07,0.6244533995381134,MEDIUM,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.8σ)
KKW0879,2010-12-07,0.5726708824423798,MEDIUM,0,,No significant behavioral deviations detected.
NBH0256,2010-12-07,0.5137403095080401,MEDIUM,0,,No significant behavioral deviations detected.
BAJ0654,2010-12-07,0.551134148596631,MEDIUM,0,,No significant behavioral deviations detected.
MKG0711,2010-12-07,0.5385815285037961,MEDIUM,0,,No significant behavioral deviations detected.
SAH0599,2010-12-07,0.5388025277761737,MEDIUM,0,,No significant behavioral deviations detected.
TVS0006,2010-12-07,0.5724247571453214,MEDIUM,0,,No significant behavioral deviations detected.
RYB0718,2010-12-07,0.5464218578983767,MEDIUM,0,,No significant behavioral deviations detected.
JMC0925,2010-12-07,0.5777374355327053,MEDIUM,0,,No significant behavioral deviations detected.
AJD0074,2010-12-07,0.5710839722864985,MEDIUM,0,,No significant behavioral deviations detected.
KJP0371,2010-12-07,0.5687074220779083,MEDIUM,0,,No significant behavioral deviations detected.
WVB0539,2010-12-07,0.5832105141755582,MEDIUM,0,,No significant behavioral deviations detected.
WLV0566,2010-12-07,0.5201330245195749,MEDIUM,0,,No significant behavioral deviations detected.
BWH0813,2010-12-07,0.4815959510535248,LOW,0,,No significant behavioral deviations detected.
CWR0502,2010-12-07,0.541798685004587,MEDIUM,0,,No significant behavioral deviations detected.
ZKS0899,2010-12-07,0.6275566750252976,MEDIUM,0,,No significant behavioral deviations detected.
EMS0317,2010-12-07,0.5802666538572396,MEDIUM,0,,No significant behavioral deviations detected.
CWB0065,2010-12-07,0.5034290483448889,MEDIUM,0,,No significant behavioral deviations detected.
HVF0067,2010-12-07,0.5608544579346083,MEDIUM,0,,No significant behavioral deviations detected.
PMJ0564,2010-12-07,0.5217202807163137,MEDIUM,0,,No significant behavioral deviations detected.
KBC0054,2010-12-07,0.5247628299473789,MEDIUM,0,,No significant behavioral deviations detected.
CLH0703,2010-12-07,0.5454355643264511,MEDIUM,0,,No significant behavioral deviations detected.
DZC0228,2010-12-07,0.5540207889326133,MEDIUM,0,,No significant behavioral deviations detected.
NWK0215,2010-12-07,0.5,MEDIUM,0,,No significant behavioral deviations detected.
AHC0142,2010-12-07,0.5482957148606803,MEDIUM,0,,No significant behavioral deviations detected.
CCH0182,2010-12-07,0.562450320642103,MEDIUM,0,,No significant behavioral deviations detected.
RFP0380,2010-12-07,0.534726298009591,MEDIUM,0,,No significant behavioral deviations detected.
KPP0452,2010-12-07,0.5850951574523794,MEDIUM,0,,No significant behavioral deviations detected.
GCC0744,2010-12-07,0.5867563100657118,MEDIUM,0,,No significant behavioral deviations detected.
ZSL0305,2010-12-07,0.5217448186012517,MEDIUM,0,,No significant behavioral deviations detected.
IRM0931,2010-12-07,0.5300831372885223,MEDIUM,0,,No significant behavioral deviations detected.
BWP0202,2010-12-07,0.5249650999219362,MEDIUM,0,,No significant behavioral deviations detected.
NCK0421,2010-12-07,0.5650889250549488,MEDIUM,0,,No significant behavioral deviations detected.
MDH0580,2010-12-07,0.5704928515611813,MEDIUM,0,,No significant behavioral deviations detected.
MFV0897,2010-12-07,0.5332710978652079,MEDIUM,0,,No significant behavioral deviations detected.
THD0448,2010-12-07,0.5251138747770359,MEDIUM,0,,No significant behavioral deviations detected.
JCV0245,2010-12-07,0.5415316301733578,MEDIUM,0,,No significant behavioral deviations detected.
KRM0541,2010-12-07,0.5484432193788187,MEDIUM,0,,No significant behavioral deviations detected.
TPH0474,2010-12-07,0.6295603765978605,MEDIUM,2,email_sent_count,email_sent_count deviates strongly from user's baseline (4.3σ); avg_email_size_kb deviates strongly from user's baseline (3.3σ)
WGS0516,2010-12-07,0.5827429710137743,MEDIUM,0,,No significant behavioral deviations detected.
SVS0871,2010-12-07,0.5343563256661642,MEDIUM,0,,No significant behavioral deviations detected.
MCT0720,2010-12-07,0.5413521806887358,MEDIUM,0,,No significant behavioral deviations detected.
ZJS0269,2010-12-07,0.5749129355058019,MEDIUM,1,unique_recipients_count,
RDM0115,2010-12-07,0.5747035595181689,MEDIUM,0,,No significant behavioral deviations detected.
MAD0753,2010-12-07,0.5389100785925737,MEDIUM,0,,No significant behavioral deviations detected.
NKP0236,2010-12-07,0.5877660053785639,MEDIUM,1,avg_email_size_kb,
DGW0752,2010-12-07,0.5488032428788984,MEDIUM,0,,No significant behavioral deviations detected.
LNS0989,2010-12-07,0.5880169517335752,MEDIUM,0,,No significant behavioral deviations detected.
FXF0957,2010-12-07,0.48650147885533945,LOW,0,,No significant behavioral deviations detected.
UFK0208,2010-12-07,0.5504539392282736,MEDIUM,0,,No significant behavioral deviations detected.
IIL0513,2010-12-07,0.519290764251898,MEDIUM,0,,No significant behavioral deviations detected.
TIW0299,2010-12-07,0.519290764251898,MEDIUM,0,,No significant behavioral deviations detected.
BBH0810,2010-12-07,0.5448867600799231,MEDIUM,0,,No significant behavioral deviations detected.
SAC0687,2010-12-07,0.6293770078511306,MEDIUM,1,after_hours_email_count,
ASB0796,2010-12-07,0.5399144273099282,MEDIUM,0,,No significant behavioral deviations detected.
PNH0761,2010-12-07,0.5509664492500622,MEDIUM,0,,No significant behavioral deviations detected.
DVM0265,2010-12-07,0.5981023425698193,MEDIUM,0,,No significant behavioral deviations detected.
AGB0186,2010-12-07,0.5272670317053088,MEDIUM,0,,No significant behavioral deviations detected.
RVF0201,2010-12-07,0.5787261137746254,MEDIUM,0,,No significant behavioral deviations detected.
EPW0434,2010-12-07,0.5169896402224878,MEDIUM,0,,No significant behavioral deviations detected.
HAH0248,2010-12-07,0.5680130134088939,MEDIUM,0,,No significant behavioral deviations detected.
IMP0530,2010-12-07,0.5097906364731815,MEDIUM,0,,No significant behavioral deviations detected.
CMB0912,2010-12-07,0.5586959051531697,MEDIUM,0,,No significant behavioral deviations detected.
MAW0166,2010-12-07,0.5516162344422799,MEDIUM,0,,No significant behavioral deviations detected.
JLM0364,2010-12-07,0.5446216061382364,MEDIUM,0,,No significant behavioral deviations detected.
BHW0458,2010-12-07,0.5771630570075923,MEDIUM,0,,No significant behavioral deviations detected.
SCB0534,2010-12-07,0.545499075927078,MEDIUM,0,,No significant behavioral deviations detected.
NSS0876,2010-12-07,0.5711213309392249,MEDIUM,0,,No significant behavioral deviations detected.
ILC0838,2010-12-07,0.5713891415474446,MEDIUM,0,,No significant behavioral deviations detected.
BTR0403,2010-12-07,0.5347529530480495,MEDIUM,0,,No significant behavioral deviations detected.
